seqID,scaffoldID,gene_start,gene_end,gene_direction,cluster_ID,taxonomic_assignment,metabolic_assignment,gene_info
BLI21_assembly102_000000042070_4,BLI21_assembly102_000000042070,2759,4216,-,BLI_hgcA_clstr_0047,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000042083_1,BLI21_coassembly_000000042083,3234,3446,+,BLI_hgcA_clstr_0078,Verrucomicrobiae,RESP,NA
BLI21_coassembly_000000042083_2,BLI21_coassembly_000000042083,3457,3888,+,BLI_hgcA_clstr_0078,Verrucomicrobiae,RESP,NA
BLI21_coassembly_000000042083_3,BLI21_coassembly_000000042083,3891,4589,+,BLI_hgcA_clstr_0078,Verrucomicrobiae,RESP,NA
BLI21_coassembly_000000042083_4,BLI21_coassembly_000000042083,5000,5863,+,BLI_hgcA_clstr_0078,Verrucomicrobiae,RESP,hgcA
BLI21_coassembly_000000042083_5,BLI21_coassembly_000000042083,5896,6177,+,BLI_hgcA_clstr_0078,Verrucomicrobiae,RESP,hgcB
BLI21_coassembly_000000042083_6,BLI21_coassembly_000000042083,6440,8476,-,BLI_hgcA_clstr_0078,Verrucomicrobiae,RESP,NA
BLI21_coassembly_000000042083_7,BLI21_coassembly_000000042083,8950,9801,+,BLI_hgcA_clstr_0078,Verrucomicrobiae,RESP,NA
BLI21_coassembly_000000042083_8,BLI21_coassembly_000000042083,9816,10838,+,BLI_hgcA_clstr_0078,Verrucomicrobiae,RESP,NA
BLI21_coassembly_000000421460_1,BLI21_coassembly_000000421460,4593,5003,+,BLI_hgcA_clstr_0037,Kiritimatiellae,KIR,transc_reg_arsR
BLI21_coassembly_000000421460_2,BLI21_coassembly_000000421460,5000,6049,+,BLI_hgcA_clstr_0037,Kiritimatiellae,KIR,hgcA
BLI21_coassembly_000000421460_3,BLI21_coassembly_000000421460,6091,6228,+,BLI_hgcA_clstr_0037,Kiritimatiellae,KIR,hgcB
BLI20_assembly005_000000042460_1,BLI20_assembly005_000000042460,4880,4996,+,BLI_hgcA_clstr_0034,Kiritimatiellae,KIR,NA
BLI20_assembly005_000000042460_2,BLI20_assembly005_000000042460,5000,6058,+,BLI_hgcA_clstr_0034,Kiritimatiellae,KIR,hgcA
BLI20_assembly005_000000042460_3,BLI20_assembly005_000000042460,6068,6394,+,BLI_hgcA_clstr_0034,Kiritimatiellae,KIR,hgcB
BLI20_assembly005_000000042460_4,BLI20_assembly005_000000042460,6394,6675,+,BLI_hgcA_clstr_0034,Kiritimatiellae,KIR,NA
BLI20_assembly005_000000042460_5,BLI20_assembly005_000000042460,6803,7012,+,BLI_hgcA_clstr_0034,Kiritimatiellae,KIR,NA
BLI20_assembly005_000000042460_6,BLI20_assembly005_000000042460,7094,7435,+,BLI_hgcA_clstr_0034,Kiritimatiellae,KIR,metal_translocating_P_ATPase
BLI20_assembly001_000000004268_1,BLI20_assembly001_000000004268,7565,9442,-,BLI_hgcA_clstr_0001,Actinobacteria,RESP,NA
BLI20_assembly001_000000004268_2,BLI20_assembly001_000000004268,6647,7549,-,BLI_hgcA_clstr_0001,Actinobacteria,RESP,NA
BLI20_assembly001_000000004268_3,BLI20_assembly001_000000004268,6292,6576,+,BLI_hgcA_clstr_0001,Actinobacteria,RESP,hgcB
BLI20_assembly001_000000004268_4,BLI20_assembly001_000000004268,5000,6295,+,BLI_hgcA_clstr_0001,Actinobacteria,RESP,hgcA
BLI20_assembly001_000000004268_5,BLI20_assembly001_000000004268,3880,4878,+,BLI_hgcA_clstr_0001,Actinobacteria,RESP,terC
BLI20_assembly001_000000004268_6,BLI20_assembly001_000000004268,3427,3555,-,BLI_hgcA_clstr_0001,Actinobacteria,RESP,NA
BLI20_assembly001_000000004268_7,BLI20_assembly001_000000004268,2268,3392,-,BLI_hgcA_clstr_0001,Actinobacteria,RESP,NA
BLI20_coassembly_000000438198_1,BLI20_coassembly_000000438198,5000,6151,+,BLI_hgcA_clstr_0010,Kiritimatiellae,KIR,hgcA
BLI20_coassembly_000000000438_16,BLI20_coassembly_000000000438,9239,10615,+,BLI_hgcA_clstr_0054,Kiritimatiellae,KIR,transc_reg_sig54
BLI20_coassembly_000000000438_17,BLI20_coassembly_000000000438,8574,9248,+,BLI_hgcA_clstr_0054,Kiritimatiellae,KIR,NA
BLI20_coassembly_000000000438_18,BLI20_coassembly_000000000438,8453,8560,+,BLI_hgcA_clstr_0054,Kiritimatiellae,KIR,NA
BLI20_coassembly_000000000438_19,BLI20_coassembly_000000000438,8115,8456,+,BLI_hgcA_clstr_0054,Kiritimatiellae,KIR,NA
BLI20_coassembly_000000000438_20,BLI20_coassembly_000000000438,7846,8100,+,BLI_hgcA_clstr_0054,Kiritimatiellae,KIR,NA
BLI20_coassembly_000000000438_21,BLI20_coassembly_000000000438,6798,7853,+,BLI_hgcA_clstr_0054,Kiritimatiellae,KIR,ACR3_arsenite_efflux
BLI20_coassembly_000000000438_22,BLI20_coassembly_000000000438,6365,6796,+,BLI_hgcA_clstr_0054,Kiritimatiellae,KIR,ArsC_arsenate_reductase
BLI20_coassembly_000000000438_23,BLI20_coassembly_000000000438,6009,6317,+,BLI_hgcA_clstr_0054,Kiritimatiellae,KIR,hgcB
BLI20_coassembly_000000000438_24,BLI20_coassembly_000000000438,5000,5998,+,BLI_hgcA_clstr_0054,Kiritimatiellae,KIR,hgcA
BLI20_coassembly_000000000438_25,BLI20_coassembly_000000000438,4610,4990,+,BLI_hgcA_clstr_0054,Kiritimatiellae,KIR,transc_reg_arsR
BLI20_coassembly_000000000438_26,BLI20_coassembly_000000000438,1363,4452,+,BLI_hgcA_clstr_0054,Kiritimatiellae,KIR,metal_efflux_RND_CusA
BLI20_coassembly_000000000438_27,BLI20_coassembly_000000000438,33,1325,+,BLI_hgcA_clstr_0054,Kiritimatiellae,KIR,metal_efflux_RND_adaptor
BLI21_coassembly_000000438757_1,BLI21_coassembly_000000438757,5000,5788,+,BLI_hgcA_clstr_0081,UNK,UNK,hgcA
BLI21_coassembly_000000438757_2,BLI21_coassembly_000000438757,3860,4762,+,BLI_hgcA_clstr_0081,UNK,UNK,NA
BLI21_coassembly_000000000444_44,BLI21_coassembly_000000000444,9819,10466,-,BLI_hgcA_clstr_0023,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000000444_45,BLI21_coassembly_000000000444,8181,9767,-,BLI_hgcA_clstr_0023,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000000444_46,BLI21_coassembly_000000000444,7793,8224,+,BLI_hgcA_clstr_0023,Kiritimatiellae,KIR,ArsC_arsenate_reductase
BLI21_coassembly_000000000444_47,BLI21_coassembly_000000000444,6679,7746,+,BLI_hgcA_clstr_0023,Kiritimatiellae,KIR,ACR3_arsenite_efflux
BLI21_coassembly_000000000444_48,BLI21_coassembly_000000000444,6436,6636,+,BLI_hgcA_clstr_0023,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000000444_49,BLI21_coassembly_000000000444,6072,6395,+,BLI_hgcA_clstr_0023,Kiritimatiellae,KIR,hgcB
BLI21_coassembly_000000000444_50,BLI21_coassembly_000000000444,5000,6064,+,BLI_hgcA_clstr_0023,Kiritimatiellae,KIR,hgcA
BLI21_coassembly_000000000444_51,BLI21_coassembly_000000000444,4605,4988,+,BLI_hgcA_clstr_0023,Kiritimatiellae,KIR,transc_reg_arsR
BLI21_coassembly_000000000444_52,BLI21_coassembly_000000000444,4387,4608,+,BLI_hgcA_clstr_0023,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000000444_53,BLI21_coassembly_000000000444,3591,4292,+,BLI_hgcA_clstr_0023,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000004457_3,BLI21_assembly106_000000004457,7459,7854,+,BLI_hgcA_clstr_0024,Firmicutes,FERM,ArsC_arsenate_reductase
BLI21_assembly106_000000004457_4,BLI21_assembly106_000000004457,6372,7466,+,BLI_hgcA_clstr_0024,Firmicutes,FERM,ACR3_arsenite_efflux
BLI21_assembly106_000000004457_5,BLI21_assembly106_000000004457,6061,6351,+,BLI_hgcA_clstr_0024,Firmicutes,FERM,hgcB
BLI21_assembly106_000000004457_6,BLI21_assembly106_000000004457,5000,6064,+,BLI_hgcA_clstr_0024,Firmicutes,FERM,hgcA
BLI21_assembly106_000000004457_7,BLI21_assembly106_000000004457,4731,4973,+,BLI_hgcA_clstr_0024,Firmicutes,FERM,NA
BLI21_assembly106_000000004457_8,BLI21_assembly106_000000004457,3714,4718,+,BLI_hgcA_clstr_0024,Firmicutes,FERM,NA
BLI21_assembly106_000000004457_9,BLI21_assembly106_000000004457,3399,3710,+,BLI_hgcA_clstr_0024,Firmicutes,FERM,transc_reg_arsR
BLI21_assembly106_000000004457_10,BLI21_assembly106_000000004457,1839,3284,+,BLI_hgcA_clstr_0024,Firmicutes,FERM,NA
BLI21_assembly106_000000004457_11,BLI21_assembly106_000000004457,547,1659,+,BLI_hgcA_clstr_0024,Firmicutes,FERM,NA
BLI21_assembly106_000000044872_1,BLI21_assembly106_000000044872,4610,4990,+,BLI_hgcA_clstr_0054,Kiritimatiellae,KIR,transc_reg_arsR
BLI21_assembly106_000000044872_2,BLI21_assembly106_000000044872,5000,5998,+,BLI_hgcA_clstr_0054,Kiritimatiellae,KIR,hgcA
BLI21_assembly106_000000044872_3,BLI21_assembly106_000000044872,6009,6317,+,BLI_hgcA_clstr_0054,Kiritimatiellae,KIR,hgcB
BLI21_assembly106_000000044872_4,BLI21_assembly106_000000044872,6365,6796,+,BLI_hgcA_clstr_0054,Kiritimatiellae,KIR,ArsC_arsenate_reductase
BLI21_assembly106_000000044872_5,BLI21_assembly106_000000044872,6798,7538,+,BLI_hgcA_clstr_0054,Kiritimatiellae,KIR,ACR3_arsenite_efflux
BLI21_coassembly_000000450023_1,BLI21_coassembly_000000450023,4912,5016,+,BLI_hgcA_clstr_0002,Desulfobacterota,SRB,transc_reg_arsR
BLI21_coassembly_000000450023_2,BLI21_coassembly_000000450023,5000,6259,+,BLI_hgcA_clstr_0002,Desulfobacterota,SRB,hgcA
BLI21_coassembly_000000450023_3,BLI21_coassembly_000000450023,6632,6808,+,BLI_hgcA_clstr_0002,Desulfobacterota,SRB,NA
BLI21_coassembly_000000004570_12,BLI21_coassembly_000000004570,131,3289,-,BLI_hgcA_clstr_0063,Desulfobacterota,SRB,NA
BLI21_coassembly_000000004570_13,BLI21_coassembly_000000004570,3608,4771,+,BLI_hgcA_clstr_0063,Desulfobacterota,SRB,NA
BLI21_coassembly_000000004570_14,BLI21_coassembly_000000004570,5000,5977,+,BLI_hgcA_clstr_0063,Desulfobacterota,SRB,hgcA
BLI21_coassembly_000000004570_15,BLI21_coassembly_000000004570,5989,6282,+,BLI_hgcA_clstr_0063,Desulfobacterota,SRB,hgcB
BLI21_coassembly_000000004570_16,BLI21_coassembly_000000004570,6290,7120,-,BLI_hgcA_clstr_0063,Desulfobacterota,SRB,NA
BLI21_coassembly_000000004570_17,BLI21_coassembly_000000004570,7156,8619,-,BLI_hgcA_clstr_0063,Desulfobacterota,SRB,transc_reg_sig54
BLI21_coassembly_000000004570_18,BLI21_coassembly_000000004570,8597,10087,-,BLI_hgcA_clstr_0063,Desulfobacterota,SRB,NA
BLI21_coassembly_000000004570_19,BLI21_coassembly_000000004570,10273,10800,+,BLI_hgcA_clstr_0063,Desulfobacterota,SRB,NA
BLI21_coassembly_000000466192_1,BLI21_coassembly_000000466192,5000,5899,+,BLI_hgcA_clstr_0075,PVC,UNK,hgcA
BLI21_coassembly_000000466192_2,BLI21_coassembly_000000466192,5931,6227,+,BLI_hgcA_clstr_0075,PVC,UNK,hgcB
BLI21_coassembly_000000466192_3,BLI21_coassembly_000000466192,6653,6850,-,BLI_hgcA_clstr_0075,PVC,UNK,NA
BLI21_assembly106_000000004683_8,BLI21_assembly106_000000004683,971,2254,-,BLI_hgcA_clstr_0051,Kiritimatiellae,KIR,metal_efflux_RND_adaptor
BLI21_assembly106_000000004683_9,BLI21_assembly106_000000004683,2275,3558,-,BLI_hgcA_clstr_0051,Kiritimatiellae,KIR,metal_efflux_RND_TolC
BLI21_assembly106_000000004683_10,BLI21_assembly106_000000004683,3688,3954,-,BLI_hgcA_clstr_0051,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000004683_11,BLI21_assembly106_000000004683,4333,4521,-,BLI_hgcA_clstr_0051,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000004683_12,BLI21_assembly106_000000004683,4659,5024,+,BLI_hgcA_clstr_0051,Kiritimatiellae,KIR,transc_reg_arsR
BLI21_assembly106_000000004683_13,BLI21_assembly106_000000004683,5000,6007,+,BLI_hgcA_clstr_0051,Kiritimatiellae,KIR,hgcA
BLI21_assembly106_000000004683_14,BLI21_assembly106_000000004683,6004,6258,+,BLI_hgcA_clstr_0051,Kiritimatiellae,KIR,hgcB
BLI21_assembly106_000000000482_10,BLI21_assembly106_000000000482,293,646,-,BLI_hgcA_clstr_0035,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000000482_11,BLI21_assembly106_000000000482,787,1740,-,BLI_hgcA_clstr_0035,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000000482_12,BLI21_assembly106_000000000482,1780,3177,-,BLI_hgcA_clstr_0035,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000000482_13,BLI21_assembly106_000000000482,3563,3877,-,BLI_hgcA_clstr_0035,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000000482_14,BLI21_assembly106_000000000482,4128,4364,-,BLI_hgcA_clstr_0035,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000000482_15,BLI21_assembly106_000000000482,4644,5012,+,BLI_hgcA_clstr_0035,Kiritimatiellae,KIR,transc_reg_arsR
BLI21_assembly106_000000000482_16,BLI21_assembly106_000000000482,5000,6055,+,BLI_hgcA_clstr_0035,Kiritimatiellae,KIR,hgcA
BLI21_assembly106_000000000482_17,BLI21_assembly106_000000000482,6059,6391,+,BLI_hgcA_clstr_0035,Kiritimatiellae,KIR,hgcB
BLI21_assembly106_000000000482_18,BLI21_assembly106_000000000482,6391,6708,+,BLI_hgcA_clstr_0035,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000000482_19,BLI21_assembly106_000000000482,6693,6959,+,BLI_hgcA_clstr_0035,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000000482_20,BLI21_assembly106_000000000482,6956,7810,+,BLI_hgcA_clstr_0035,Kiritimatiellae,KIR,NA
BLI21_assembly106_000000000482_21,BLI21_assembly106_000000000482,7857,8918,+,BLI_hgcA_clstr_0035,Kiritimatiellae,KIR,ACR3_arsenite_efflux
BLI21_assembly106_000000000482_22,BLI21_assembly106_000000000482,8941,9378,+,BLI_hgcA_clstr_0035,Kiritimatiellae,KIR,ArsC_arsenate_reductase
BLI21_assembly106_000000000482_23,BLI21_assembly106_000000000482,9309,10403,-,BLI_hgcA_clstr_0035,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000483203_1,BLI21_coassembly_000000483203,5980,6117,+,BLI_hgcA_clstr_0057,Kiritimatiellae,KIR,hgcB
BLI21_coassembly_000000483203_2,BLI21_coassembly_000000483203,5000,5992,+,BLI_hgcA_clstr_0057,Kiritimatiellae,KIR,hgcA
BLI21_coassembly_000000483203_3,BLI21_coassembly_000000483203,4314,5003,+,BLI_hgcA_clstr_0057,Kiritimatiellae,KIR,NA
BLI21_assembly103_000000004911_1,BLI21_assembly103_000000004911,5000,5995,+,BLI_hgcA_clstr_0006,Actinobacteria,RESP,hgcA
BLI21_assembly103_000000004911_2,BLI21_assembly103_000000004911,3880,4878,+,BLI_hgcA_clstr_0006,Actinobacteria,RESP,terC
BLI21_assembly103_000000004911_3,BLI21_assembly103_000000004911,3427,3555,-,BLI_hgcA_clstr_0006,Actinobacteria,RESP,NA
BLI21_assembly103_000000004911_4,BLI21_assembly103_000000004911,1431,3392,-,BLI_hgcA_clstr_0006,Actinobacteria,RESP,NA
BLI21_assembly103_000000004911_5,BLI21_assembly103_000000004911,206,1354,-,BLI_hgcA_clstr_0006,Actinobacteria,RESP,NA
BLI20_coassembly_000000050165_1,BLI20_coassembly_000000050165,4605,4988,+,BLI_hgcA_clstr_0025,Kiritimatiellae,KIR,transc_reg_arsR
BLI20_coassembly_000000050165_2,BLI20_coassembly_000000050165,5000,6061,+,BLI_hgcA_clstr_0025,Kiritimatiellae,KIR,hgcA
BLI20_coassembly_000000050165_3,BLI20_coassembly_000000050165,6072,6371,+,BLI_hgcA_clstr_0025,Kiritimatiellae,KIR,hgcB
BLI20_coassembly_000000050165_4,BLI20_coassembly_000000050165,6390,6830,+,BLI_hgcA_clstr_0025,Kiritimatiellae,KIR,ArsC_arsenate_reductase
BLI20_coassembly_000000050165_5,BLI20_coassembly_000000050165,7122,8306,+,BLI_hgcA_clstr_0025,Kiritimatiellae,KIR,ACR3_arsenite_efflux
BLI20_coassembly_000000050165_6,BLI20_coassembly_000000050165,8318,8695,+,BLI_hgcA_clstr_0025,Kiritimatiellae,KIR,NA
BLI20_coassembly_000000050165_7,BLI20_coassembly_000000050165,8711,8827,+,BLI_hgcA_clstr_0025,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000502164_1,BLI21_coassembly_000000502164,5000,6163,+,BLI_hgcA_clstr_0007,Desulfomonilaceae,SRB,hgcA
BLI21_coassembly_000000502164_2,BLI21_coassembly_000000502164,4512,5003,+,BLI_hgcA_clstr_0007,Desulfomonilaceae,SRB,transc_reg_marR
BLI21_coassembly_000000050293_2,BLI21_coassembly_000000050293,572,2029,-,BLI_hgcA_clstr_0028,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000050293_3,BLI21_coassembly_000000050293,2029,3411,-,BLI_hgcA_clstr_0028,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000050293_4,BLI21_coassembly_000000050293,3430,4416,-,BLI_hgcA_clstr_0028,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000050293_5,BLI21_coassembly_000000050293,4605,4997,+,BLI_hgcA_clstr_0028,Kiritimatiellae,KIR,transc_reg_arsR
BLI21_coassembly_000000050293_6,BLI21_coassembly_000000050293,5000,6061,+,BLI_hgcA_clstr_0028,Kiritimatiellae,KIR,hgcA
BLI21_coassembly_000000050293_7,BLI21_coassembly_000000050293,6072,6365,+,BLI_hgcA_clstr_0028,Kiritimatiellae,KIR,hgcB
BLI21_coassembly_000000050293_8,BLI21_coassembly_000000050293,6414,7487,+,BLI_hgcA_clstr_0028,Kiritimatiellae,KIR,ACR3_arsenite_efflux
BLI21_assembly105_000000000050_52,BLI21_assembly105_000000000050,985,1209,-,BLI_hgcA_clstr_0059,Kiritimatiellae,KIR,transc_reg_HTH
BLI21_assembly105_000000000050_53,BLI21_assembly105_000000000050,1330,1944,-,BLI_hgcA_clstr_0059,Kiritimatiellae,KIR,NA
BLI21_assembly105_000000000050_54,BLI21_assembly105_000000000050,2385,3851,+,BLI_hgcA_clstr_0059,Kiritimatiellae,KIR,NA
BLI21_assembly105_000000000050_55,BLI21_assembly105_000000000050,3867,4187,-,BLI_hgcA_clstr_0059,Kiritimatiellae,KIR,NA
BLI21_assembly105_000000000050_56,BLI21_assembly105_000000000050,4174,4557,-,BLI_hgcA_clstr_0059,Kiritimatiellae,KIR,NA
BLI21_assembly105_000000000050_57,BLI21_assembly105_000000000050,4637,4999,+,BLI_hgcA_clstr_0059,Kiritimatiellae,KIR,transc_reg_arsR
BLI21_assembly105_000000000050_58,BLI21_assembly105_000000000050,5000,5986,+,BLI_hgcA_clstr_0059,Kiritimatiellae,KIR,hgcA
BLI21_assembly105_000000000050_59,BLI21_assembly105_000000000050,5983,6297,+,BLI_hgcA_clstr_0059,Kiritimatiellae,KIR,hgcB
BLI21_assembly105_000000000050_60,BLI21_assembly105_000000000050,6294,6755,+,BLI_hgcA_clstr_0059,Kiritimatiellae,KIR,ArsC_arsenate_reductase
BLI21_assembly105_000000000050_61,BLI21_assembly105_000000000050,6748,7947,+,BLI_hgcA_clstr_0059,Kiritimatiellae,KIR,ACR3_arsenite_efflux
BLI21_assembly102_000000005189_1,BLI21_assembly102_000000005189,1356,2270,-,BLI_hgcA_clstr_0052,Kiritimatiellae,KIR,NA
BLI21_assembly102_000000005189_2,BLI21_assembly102_000000005189,2280,4181,-,BLI_hgcA_clstr_0052,Kiritimatiellae,KIR,NA
BLI21_assembly102_000000005189_3,BLI21_assembly102_000000005189,4183,4476,-,BLI_hgcA_clstr_0052,Kiritimatiellae,KIR,NA
BLI21_assembly102_000000005189_4,BLI21_assembly102_000000005189,4629,5003,+,BLI_hgcA_clstr_0052,Kiritimatiellae,KIR,transc_reg_arsR
BLI21_assembly102_000000005189_5,BLI21_assembly102_000000005189,5000,6004,+,BLI_hgcA_clstr_0052,Kiritimatiellae,KIR,hgcA
BLI21_assembly102_000000005189_6,BLI21_assembly102_000000005189,6001,6315,+,BLI_hgcA_clstr_0052,Kiritimatiellae,KIR,hgcB
BLI21_assembly102_000000005189_7,BLI21_assembly102_000000005189,6328,7509,+,BLI_hgcA_clstr_0052,Kiritimatiellae,KIR,ACR3_arsenite_efflux
BLI21_assembly102_000000005189_8,BLI21_assembly102_000000005189,7658,8095,+,BLI_hgcA_clstr_0052,Kiritimatiellae,KIR,ArsC_arsenate_reductase
BLI21_assembly102_000000005189_9,BLI21_assembly102_000000005189,8092,9132,+,BLI_hgcA_clstr_0052,Kiritimatiellae,KIR,NA
BLI21_assembly102_000000005189_10,BLI21_assembly102_000000005189,9148,10125,-,BLI_hgcA_clstr_0052,Kiritimatiellae,KIR,NA
BLI21_assembly102_000000005189_11,BLI21_assembly102_000000005189,10135,10923,-,BLI_hgcA_clstr_0052,Kiritimatiellae,KIR,NA
BLI21_assembly103_000000051905_1,BLI21_assembly103_000000051905,6454,7314,-,BLI_hgcA_clstr_0018,Firmicutes,FERM,metal_translocating_P_ATPase
BLI21_assembly103_000000051905_2,BLI21_assembly103_000000051905,6096,6416,+,BLI_hgcA_clstr_0018,Firmicutes,FERM,hgcB
BLI21_assembly103_000000051905_3,BLI21_assembly103_000000051905,5000,6079,+,BLI_hgcA_clstr_0018,Firmicutes,FERM,hgcA
BLI21_assembly105_000000052476_1,BLI21_assembly105_000000052476,6970,7566,-,BLI_hgcA_clstr_0063,Desulfobacterota,SRB,transc_reg_sig54
BLI21_assembly105_000000052476_2,BLI21_assembly105_000000052476,6104,6934,-,BLI_hgcA_clstr_0063,Desulfobacterota,SRB,NA
BLI21_assembly105_000000052476_3,BLI21_assembly105_000000052476,5803,6096,+,BLI_hgcA_clstr_0063,Desulfobacterota,SRB,hgcB
BLI21_assembly105_000000052476_4,BLI21_assembly105_000000052476,5000,5791,+,BLI_hgcA_clstr_0063,Desulfobacterota,SRB,hgcA
BLI20_coassembly_000000053122_1,BLI20_coassembly_000000053122,8150,9007,+,BLI_hgcA_clstr_0055,Kiritimatiellae,KIR,NA
BLI20_coassembly_000000053122_2,BLI20_coassembly_000000053122,6207,8147,+,BLI_hgcA_clstr_0055,Kiritimatiellae,KIR,NA
BLI20_coassembly_000000053122_3,BLI20_coassembly_000000053122,5000,5992,+,BLI_hgcA_clstr_0055,Kiritimatiellae,KIR,hgcA
BLI20_coassembly_000000053122_4,BLI20_coassembly_000000053122,4656,5003,+,BLI_hgcA_clstr_0055,Kiritimatiellae,KIR,NA
BLI20_coassembly_000000531858_1,BLI20_coassembly_000000531858,5000,6124,+,BLI_hgcA_clstr_0011,Actinobacteria,RESP,hgcA
BLI21_coassembly_000000532470_1,BLI21_coassembly_000000532470,5000,6244,+,BLI_hgcA_clstr_0004,Actinobacteria,RESP,hgcA
BLI21_coassembly_000000532470_2,BLI21_coassembly_000000532470,6250,6525,+,BLI_hgcA_clstr_0004,Actinobacteria,RESP,hgcB
BLI21_coassembly_000000055702_1,BLI21_coassembly_000000055702,4052,4921,+,BLI_hgcA_clstr_0029,Bacteroidetes,RESP,ACR3_arsenite_efflux
BLI21_coassembly_000000055702_2,BLI21_coassembly_000000055702,5000,6061,+,BLI_hgcA_clstr_0029,Bacteroidetes,RESP,hgcA
BLI21_coassembly_000000055702_3,BLI21_coassembly_000000055702,6073,6366,+,BLI_hgcA_clstr_0029,Bacteroidetes,RESP,hgcB
BLI21_coassembly_000000055702_4,BLI21_coassembly_000000055702,6525,7178,+,BLI_hgcA_clstr_0029,Bacteroidetes,RESP,NA
BLI21_coassembly_000000055702_5,BLI21_coassembly_000000055702,7201,7902,+,BLI_hgcA_clstr_0029,Bacteroidetes,RESP,NA
BLI21_coassembly_000000055702_6,BLI21_coassembly_000000055702,7917,8114,+,BLI_hgcA_clstr_0029,Bacteroidetes,RESP,NA
BLI21_coassembly_000000055702_7,BLI21_coassembly_000000055702,8215,10149,+,BLI_hgcA_clstr_0029,Bacteroidetes,RESP,NA
BLI21_coassembly_000000055702_8,BLI21_coassembly_000000055702,10146,10592,+,BLI_hgcA_clstr_0029,Bacteroidetes,RESP,ArsC_arsenate_reductase
BLI21_coassembly_000000055702_9,BLI21_coassembly_000000055702,10657,10875,+,BLI_hgcA_clstr_0029,Bacteroidetes,RESP,ACR3_arsenite_efflux
BLI21_coassembly_000000557870_1,BLI21_coassembly_000000557870,5000,5983,+,BLI_hgcA_clstr_0061,Bacteroidetes,RESP,hgcA
BLI21_coassembly_000000557870_2,BLI21_coassembly_000000557870,5980,6276,+,BLI_hgcA_clstr_0061,Bacteroidetes,RESP,hgcB
BLI21_coassembly_000000557870_3,BLI21_coassembly_000000557870,6319,6636,-,BLI_hgcA_clstr_0061,Bacteroidetes,RESP,NA
BLI21_assembly105_000000056108_1,BLI21_assembly105_000000056108,7374,7493,+,BLI_hgcA_clstr_0031,Kiritimatiellae,KIR,NA
BLI21_assembly105_000000056108_2,BLI21_assembly105_000000056108,6958,7359,+,BLI_hgcA_clstr_0031,Kiritimatiellae,KIR,NA
BLI21_assembly105_000000056108_3,BLI21_assembly105_000000056108,6719,6952,+,BLI_hgcA_clstr_0031,Kiritimatiellae,KIR,NA
BLI21_assembly105_000000056108_4,BLI21_assembly105_000000056108,6435,6698,+,BLI_hgcA_clstr_0031,Kiritimatiellae,KIR,NA
BLI21_assembly105_000000056108_5,BLI21_assembly105_000000056108,6116,6442,+,BLI_hgcA_clstr_0031,Kiritimatiellae,KIR,hgcB
BLI21_assembly105_000000056108_6,BLI21_assembly105_000000056108,5000,6061,+,BLI_hgcA_clstr_0031,Kiritimatiellae,KIR,hgcA
BLI20_assembly004_000000056250_1,BLI20_assembly004_000000056250,4649,4990,+,BLI_hgcA_clstr_0054,Kiritimatiellae,KIR,transc_reg_arsR
BLI20_assembly004_000000056250_2,BLI20_assembly004_000000056250,5000,5998,+,BLI_hgcA_clstr_0054,Kiritimatiellae,KIR,hgcA
BLI20_assembly004_000000056250_3,BLI20_assembly004_000000056250,6009,6263,+,BLI_hgcA_clstr_0054,Kiritimatiellae,KIR,hgcB
BLI21_assembly104_000000057862_1,BLI21_assembly104_000000057862,6414,6560,+,BLI_hgcA_clstr_0028,Kiritimatiellae,KIR,ACR3_arsenite_efflux
BLI21_assembly104_000000057862_2,BLI21_assembly104_000000057862,6072,6365,+,BLI_hgcA_clstr_0028,Kiritimatiellae,KIR,hgcB
BLI21_assembly104_000000057862_3,BLI21_assembly104_000000057862,5000,6061,+,BLI_hgcA_clstr_0028,Kiritimatiellae,KIR,hgcA
BLI21_assembly104_000000057862_4,BLI21_assembly104_000000057862,4605,4997,+,BLI_hgcA_clstr_0028,Kiritimatiellae,KIR,transc_reg_arsR
BLI21_assembly104_000000057862_5,BLI21_assembly104_000000057862,4113,4406,-,BLI_hgcA_clstr_0028,Kiritimatiellae,KIR,NA
BLI21_coassembly_000000000579_30,BLI21_coassembly_000000000579,10128,10847,+,BLI_hgcA_clstr_0034,Kiritimatiellae,KIR,NA
